"consulta","cliques","impressoes","ctr","posicao"
"superpark estacionamento","0","4","0.00","9.25"
"superpark estacionamento confins","0","13","0.00","12.46"
"systema park estacionamento","0","1","0.00","62.00"
"são 6 dias","0","1","0.00","9.00"
"são josé dos pinhais tem aeroporto","0","3","0.00","9.33"
"são paulo aeroporto","0","1","0.00","1.00"
"são paulo congonhas","0","3","0.00","1.00"
"são paulo guarulhos directory","0","1","0.00","3.00"
"são paulo viracopos","0","3","0.00","2.00"
"são paulo, guarulhos","0","1","0.00","2.00"
"são paulo–congonhas airport drop off","0","5","0.00","45.20"
"t2 standard","0","1","0.00","1.00"
"tabacaria aeroporto","0","1","0.00","1.00"
"tabela de preço estacionamento aeroporto recife","0","1","0.00","11.00"
"tabela de preços de estacionamento","0","1","0.00","10.00"
"tabela de preços estacionamento","0","11","0.00","68.09"
"tabela de preços estacionamento aeroporto galeão","0","132","0.00","41.39"
"tabela estacionamento aeroporto guarulhos","0","39","0.00","42.15"
"tabela estacionamento aeroporto natal","0","2","0.00","2.00"
"tabela tarifas estacionamento oficial gru airport 2026","0","1","0.00","8.00"
"tabela tarifas estacionamento oficial gru indigo 2026","0","1","0.00","10.00"
"talentos park aeroporto - estacionamento","0","3","0.00","9.67"
"tamanho aeroporto confins","0","6","0.00","6.83"
"tamanho aeroporto congonhas","0","1","0.00","1.00"
"tamanho aeroporto viracopos","0","3","0.00","1.00"
"tamanho da pista de confins","0","1","0.00","41.00"
"tamanho da pista de guarulhos","0","1","0.00","1.00"
"tamanho da pista do aeroporto de guarulhos","0","1","0.00","1.00"
"tamanho da pista do aeroporto de lisboa","0","1","0.00","3.00"
"tamanho da pista do aeroporto de viracopos","0","1","0.00","1.00"
"tamanho do aeroporto de confins","0","18","0.00","5.72"
"tamanho do aeroporto de congonhas","0","4","0.00","1.25"
"tamanho do aeroporto de lisboa","0","2","0.00","2.00"
"tamanho do aeroporto de viracopos","0","4","0.00","1.00"
"tamanho pista congonhas","0","1","0.00","1.00"
"tamanho pista gru","0","1","0.00","1.00"
"tamanho pista guarulhos","0","1","0.00","1.00"
"tamar park estacionamento","0","1","0.00","39.00"
"tancredo neves aeroporto","0","4","0.00","2.75"
"tarifa estacionamento aeroporto","0","9","0.00","3.22"
"tarifa estacionamento aeroporto guarulhos","0","67","0.00","35.84"
"tarifa gru airport","0","1","0.00","5.00"
"taxa de embarque curitiba","0","1","0.00","65.00"
"taxa de estacionamento","0","2","0.00","11.00"
"taxa gru valor","0","1","0.00","1.00"
"taxi aereo lisboa","0","86","0.00","72.07"
"taxi aeroporto","0","1","0.00","1.00"
"taxi aeroporto de congonhas","0","1","0.00","1.00"
"taxi congonhas","0","1","0.00","1.00"
"taxi congonhas guarulhos","0","1","0.00","1.00"
"taxi do aeroporto de guarulhos","0","1","0.00","1.00"
"taxi navegantes","0","1","0.00","3.00"
"taxi no aeroporto de guarulhos","0","2","0.00","1.50"
"taxi para aeroporto","0","1","0.00","1.00"
"taxi para aeroporto de guarulhos","0","1","0.00","1.00"
"taxi são paulo airport","0","1","0.00","1.00"
"teatro gazeta estacionamento valor","0","1","0.00","1.00"
"technopark","0","1","0.00","3.00"
"tel rodoviaria tiete","0","1","0.00","83.00"
"telefone aeropark guarulhos","0","1","0.00","9.00"
"telefone aeroporto afonso pena","0","21","0.00","25.14"
"telefone aeroporto joão pessoa","0","1","0.00","9.00"
"telefone da estapar","0","1","0.00","1.00"
"telefone do","0","1","0.00","12.00"
"telefone do aeroporto afonso pena","0","6","0.00","31.83"
"telefone do aeroporto de confins","0","1","0.00","4.00"
"telefone do estacionamento","0","2","0.00","11.00"
"telefone do estacionamento dentro do aeroporto de confins","0","4","0.00","85.50"
"telefone do estacionamento do aeroporto","0","12","0.00","10.92"
"telefone do estacionamento do aeroporto de confins","0","4","0.00","28.25"
"telefone do estacionamento do aeroporto de guarulhos","0","8","0.00","26.38"
"telefone do estacionamento do aeroporto de londrina","0","1","0.00","69.00"
"telefone do estacionamento do aeroporto de ribeirão preto","0","1","0.00","3.00"
"telefone do estacionamento do aeroporto de vitória","0","2","0.00","2.50"
"telefone estacionamento aeroporto","0","15","0.00","4.47"
"telefone estacionamento aeroporto confins","0","25","0.00","49.56"
"telefone estacionamento aeroporto guarulhos","0","19","0.00","40.00"
"telefone estacionamento aeroporto recife","0","19","0.00","13.32"
"telefone estapar aeroporto brasília","0","2","0.00","46.50"
"telefone estapar aeroporto recife","0","2","0.00","38.00"
"telefone estapar confins","0","3","0.00","22.67"
"telefone estapar congonhas","0","1","0.00","1.00"
"telefone estapar galeão","0","17","0.00","11.71"
"telefone estapar viracopos","0","1","0.00","1.00"
"telefone guarulhos aeroporto","0","2","0.00","1.00"
"telefone hampton by hilton guarulhos airport","0","1","0.00","2.00"
"telefone indigo estacionamento","0","17","0.00","13.41"
"telefone indigo guarulhos","0","4","0.00","11.75"
"telefone localiza aeroporto navegantes","0","1","0.00","1.00"
"telefone localiza aeroporto viracopos","0","2","0.00","1.00"
"telefone localiza viracopos","0","3","0.00","1.00"
"telefone movida aeroporto guarulhos","0","1","0.00","1.00"
"telefone rodoviária de curitiba horários de ônibus","0","1","0.00","3.00"
"telefone urban park guarulhos","0","4","0.00","8.25"
"telefone virapark","0","113","0.00","13.14"
"telefone virapark campinas","0","510","0.00","7.35"
"telpark","0","1","0.00","5.00"
"tem aeroporto em alagoas","0","4","0.00","1.00"
"tem aeroporto em campinas","0","2","0.00","32.50"
"tem aeroporto em campinas sp","0","1","0.00","59.00"
"tem aeroporto em campinas são paulo","0","2","0.00","1.00"
"tem aeroporto em curitiba","0","11","0.00","12.18"
"tem aeroporto em curitiba paraná","0","2","0.00","8.00"
"tem aeroporto em curitiba?","0","1","0.00","10.00"
"tem aeroporto em osasco","0","1","0.00","1.00"
"tem aeroporto em valinhos","0","2","0.00","1.00"
"tem algum estacionamento","0","1","0.00","7.00"
"tem algum melhor?","0","1","0.00","1.00"
"tem burger king no aeroporto de congonhas","0","1","0.00","55.00"
"tem como deixar o carro no aeroporto","0","3","0.00","12.00"
"tem como tomar banho no aeroporto de guarulhos","0","1","0.00","3.00"
"tem cupom de desconto?","0","1","0.00","2.00"
"tem dunkin donuts no aeroporto de guarulhos","0","1","0.00","1.00"
"tem dunkin donuts no brasil","0","1","0.00","2.00"
"tem estacionamento","0","5","0.00","2.40"
"tem estacionamento dentro do aeroporto de congonhas","0","4","0.00","4.25"
"tem estacionamento na rodoviaria do tiete","0","92","0.00","9.36"
"tem estacionamento na rodoviaria tiete","0","37","0.00","9.92"
"tem estacionamento no aeroporto de guarulhos","0","32","0.00","59.94"
"tem estacionamento no aeroporto de viracopos","0","35","0.00","6.51"
"tem estacionamento perto","0","1","0.00","6.00"
"tem estacionamento por perto?","0","1","0.00","6.00"
"tem estacionamento próximo?","0","3","0.00","4.67"
"tem estacionamento?","0","1","0.00","3.00"
"tem farmacia no aeroporto de confins","0","1","0.00","2.00"
"tem farmacia no aeroporto de curitiba","0","17","0.00","6.88"
"tem farmacia no aeroporto de viracopos","0","1","0.00","34.00"
"tem farmacia no aeroporto galeao","0","1","0.00","2.00"
"tem foto","0","1","0.00","2.00"
"tem foto?","0","3","0.00","27.00"
"tem fotos?","0","1","0.00","3.00"
"tem fumodromo no aeroporto de congonhas","0","9","0.00","10.11"
"tem guarda volume no aeroporto de guarulhos","0","1","0.00","1.00"
"tem hotel dentro do aeroporto de campinas","0","2","0.00","2.50"
"tem hotel dentro do aeroporto de confins","0","2","0.00","15.50"
"tem hotel dentro do aeroporto de congonhas","0","1","0.00","3.00"
"tem hotel dentro do aeroporto de guarulhos","0","6","0.00","2.67"
"tem hotel dentro do aeroporto de guarulhos?","0","1","0.00","3.00"
"tem hotel dentro do aeroporto de viracopos","0","5","0.00","2.00"
"tem hotel no aeroporto de campinas","0","1","0.00","2.00"
"tem hotel no aeroporto de congonhas","0","1","0.00","3.00"
"tem hotel no aeroporto de guarulhos","0","1","0.00","1.00"
"tem hotel no aeroporto de viracopos","0","2","0.00","2.00"
"tem imagem?","0","2","0.00","3.50"
"tem imagens","0","1","0.00","2.00"
"tem imagens?","0","1","0.00","2.00"
"tem localiza no aeroporto de guarulhos","0","3","0.00","1.00"
"tem loja longchamp no brasil","0","1","0.00","2.00"
"tem lugar para dormir no aeroporto de congonhas","0","1","0.00","2.00"
"tem madero no aeroporto de confins","0","1","0.00","2.00"
"tem madero no aeroporto de guarulhos","0","1","0.00","1.00"
"tem mais em conta","0","1","0.00","3.00"
"tem mc donalds no aeroporto de congonhas","0","2","0.00","28.50"
"tem mcdonald's no aeroporto de congonhas","0","11","0.00","33.45"
"tem mcdonald's no aeroporto de curitiba","0","1","0.00","34.00"
"tem mec no aeroporto de guarulhos","0","1","0.00","1.00"
"tem metro no aeroporto de lisboa","0","1","0.00","2.00"
"tem no aeroporto","0","1","0.00","1.00"
"tem onde dormir no aeroporto de congonhas","0","1","0.00","1.00"
"tem outback no aeroporto de confins","0","1","0.00","1.00"
"tem outback no aeroporto de congonhas","0","1","0.00","1.00"
"tem outra?","0","1","0.00","2.00"
"tem rodoviaria no aeroporto de guarulhos","0","1","0.00","2.00"
"tem sala vip em viracopos","0","3","0.00","1.00"
"tem sala vip no terminal 1 de guarulhos","0","1","0.00","1.00"
"tem shopping perto do aeroporto de congonhas","0","1","0.00","2.00"
"tem shopping perto do aeroporto de guarulhos","0","2","0.00","2.00"
"tem starbucks no aeroporto de congonhas","0","13","0.00","45.77"
"tem subway no aeroporto de confins","0","2","0.00","2.00"
"tem subway no aeroporto de congonhas","0","17","0.00","52.59"
"tem supermercado no aeroporto de guarulhos","0","1","0.00","2.00"
"tem wifi no aeroporto de lisboa","0","35","0.00","12.26"
"temperatura em curitiba agora","0","1","0.00","4.00"
"tempo no aeroporto de guarulhos","0","1","0.00","1.00"
"tenho medo de deixar meu carro estacionado por muitos dias perto do aeroporto de guarulhos, é seguro?","0","1","0.00","7.00"
"tenho medo de deixar meu carro na rua enquanto viajo por congonhas, qual a melhor solução em são paulo?","0","3","0.00","3.67"
"tenho medo de perder o voo por causa do trânsito até viracopos, como me organizar melhor?","0","1","0.00","3.00"
"terceira pista guarulhos","0","1","0.00","2.00"
"terminais aeroporto confins","0","3","0.00","1.00"
"terminais aeroporto de guarulhos","0","5","0.00","35.00"
"terminais aeroporto guarulhos","0","39","0.00","37.05"
"terminais confins","0","3","0.00","1.67"
"terminais de guarulhos","0","4","0.00","8.00"
"terminais de guarulhos aeroporto","0","2","0.00","1.00"
"terminais do aeroporto de guarulhos","0","11","0.00","9.82"
"terminais em guarulhos","0","1","0.00","51.00"
"terminais gru","0","1","0.00","8.00"
"terminais guarulhos","0","10","0.00","7.70"
"terminais guarulhos aeroporto","0","1","0.00","75.00"
"terminais guarulhos mapa","0","2","0.00","1.00"
"terminal 1","0","4","0.00","1.75"
"terminal 1 aeroporto afonso pena","0","31","0.00","9.77"
"terminal 1 aeroporto lisboa","0","5","0.00","46.80"
"terminal 1 azul guarulhos","0","1","0.00","3.00"
"terminal 1 confins","0","2","0.00","56.50"
"terminal 1 congonhas","0","5","0.00","15.40"
"terminal 1 de congonhas","0","1","0.00","1.00"
"terminal 1 do aeroporto de lisboa","0","1","0.00","2.00"
"terminal 1 estacionamiento","0","1","0.00","1.00"
"terminal 1 guarulhos","0","19","0.00","1.00"
"terminal 1 guarulhos azul","0","1","0.00","3.00"
"terminal 1 guarulhos estacionamento","0","2","0.00","1.00"
"terminal 1 lisboa","0","2","0.00","1.50"
"terminal 1 lisboa aeroporto","0","1","0.00","43.00"
"terminal 1 mapa","0","1","0.00","17.00"
"terminal 1 restaurants","0","1","0.00","1.00"
"terminal 1 standard estacionamento","0","20","0.00","68.80"
"terminal 1 viracopos","0","2","0.00","3.00"
"terminal 2","0","7","0.00","1.57"
"terminal 2 aeroporto de guarulhos embarque","0","5","0.00","1.60"
"terminal 2 aeroporto lisboa lojas","0","1","0.00","1.00"
"terminal 2 aeroporto lisboa restaurantes","0","6","0.00","1.00"
"terminal 2 comida","0","1","0.00","1.00"
"terminal 2 congonhas","0","1","0.00","1.00"
"terminal 2 de guarulhos","0","1","0.00","1.00"
"terminal 2 desembarque","0","1","0.00","2.00"
"terminal 2 e","0","1","0.00","1.00"
"terminal 2 em guarulhos","0","1","0.00","1.00"
"terminal 2 estacionamento","0","5","0.00","64.80"
"terminal 2 estacionamento guarulhos","0","2","0.00","1.00"
"terminal 2 galeão","0","1","0.00","2.00"
"terminal 2 gol","0","1","0.00","1.00"
"terminal 2 guarulhos","0","2","0.00","2.00"
"terminal 2 guarulhos desembarque","0","1","0.00","4.00"
"terminal 2 guarulhos embarque","0","6","0.00","2.50"
"terminal 2 guarulhos estacionamento","0","32","0.00","50.31"
"terminal 2 guarulhos mapa","0","5","0.00","1.00"
"terminal 2 guarulhos é nacional ou internacional","0","1","0.00","1.00"
"terminal 2 standard estacionamento","0","79","0.00","74.14"
"terminal 2 standard estacionamento aeroporto guarulhos sp","0","1","0.00","61.00"
"terminal 2 vip parking","0","1","0.00","1.00"
"terminal 2.","0","1","0.00","7.00"
"terminal 3","0","5","0.00","5.60"
"terminal 3 aeroporto de guarulhos estacionamento","0","11","0.00","73.18"
"terminal 3 confins","0","2","0.00","8.50"
"terminal 3 de guarulhos","0","2","0.00","1.00"
"terminal 3 desembarque guarulhos","0","1","0.00","2.00"
"terminal 3 edifício garagem","0","11","0.00","81.73"
"terminal 3 estacionamento","0","32","0.00","61.69"
"terminal 3 estacionamento guarulhos","0","1","0.00","1.00"
"terminal 3 gru","0","6","0.00","1.00"
"terminal 3 gru estacionamento","0","14","0.00","57.93"
"terminal 3 guarulhos","0","26","0.00","1.00"
"terminal 3 guarulhos desembarque internacional","0","5","0.00","1.00"
"terminal 3 guarulhos embarque","0","1","0.00","1.00"
"terminal 3 guarulhos estacionamento","0","78","0.00","66.33"
"terminal 3 guarulhos mapa","0","1","0.00","17.00"
"terminal 3 padrão estacionamento aeroporto guarulhos sp","0","5","0.00","38.60"
"terminal 3 restaurantes","0","1","0.00","1.00"
"terminal aerolineas argentinas guarulhos","0","1","0.00","1.00"
"terminal aeroporto","0","1","0.00","1.00"
"terminal aeroporto confins","0","8","0.00","1.00"
"terminal aeroporto guarulhos","0","3","0.00","1.00"
"terminal afonso pena","0","2","0.00","46.50"
"terminal azul confins","0","1","0.00","13.00"
"terminal cecap guarulhos","0","2","0.00","3.00"
"terminal confins","0","3","0.00","1.00"
"terminal da gol aeroporto de guarulhos","0","1","0.00","1.00"
"terminal da gol em guarulhos","0","1","0.00","1.00"
"terminal de","0","1","0.00","9.00"
"terminal de carga guarulhos","0","1","0.00","2.00"
"terminal de desembarque internacional guarulhos","0","1","0.00","1.00"
"terminal de embarque da gol em guarulhos","0","1","0.00","1.00"
"terminal de embarque gol guarulhos","0","3","0.00","1.00"
"terminal de pinhais","0","1","0.00","13.00"
"terminal de voos internacionais guarulhos","0","2","0.00","1.00"
"terminal de ônibus aeroporto de guarulhos","0","1","0.00","1.00"
"terminal do aeroporto","0","1","0.00","1.00"
"terminal do aeroporto de guarulhos","0","1","0.00","1.00"
"terminal do tiete","0","1","0.00","59.00"
"terminal domestico confins","0","1","0.00","1.00"
"terminal embarque gol guarulhos","0","2","0.00","1.00"
"terminal embarque internacional guarulhos","0","1","0.00","1.00"
"terminal gol aeroporto confins","0","2","0.00","14.50"
"terminal gol confins","0","3","0.00","18.33"
"terminal gol em guarulhos","0","1","0.00","1.00"
"terminal gol guarulhos","0","1","0.00","1.00"
"terminal guarulhos","0","3","0.00","1.00"
"terminal guarulhos internacional","0","1","0.00","1.00"
"terminal iberia lisboa","0","1","0.00","1.00"
"terminal internacional","0","1","0.00","1.00"
"terminal internacional confins","0","66","0.00","9.45"
"terminal internacional de guarulhos","0","3","0.00","1.00"
"terminal internacional gru","0","1","0.00","1.00"
"terminal internacional guarulhos","0","7","0.00","1.00"
"terminal internacional latam guarulhos","0","1","0.00","28.00"
"terminal ita guarulhos","0","1","0.00","1.00"
"terminal jetsmart guarulhos","0","1","0.00","1.00"
"terminal latam confins","0","1","0.00","15.00"
"terminal lufthansa guarulhos","0","1","0.00","1.00"
"terminal otopark","0","1","0.00","1.00"
"terminal rod tiete","0","3","0.00","72.33"
"terminal rodoviario tiete","0","2","0.00","45.50"
"terminal rodoviária tietê","0","1","0.00","81.00"
"terminal rodoviário de jundiaí endereço","0","1","0.00","2.00"
"terminal rodoviário do tietê","0","1","0.00","12.00"
"terminal rodoviário tiete","0","1","0.00","41.00"
"terminal rodoviário tietê","0","1","0.00","1.00"
"terminal rodoviário tietê - garagem","0","178","0.00","25.22"
"terminal rodoviário tietê desembarque","0","2","0.00","2.00"
"terminal rodoviário tietê endereço","0","2","0.00","56.50"
"terminal rodoviário tietê estacionamento","0","259","0.00","10.78"
"terminal rodoviário tietê garagem","0","1","0.00","1.00"
"terminal rodoviário tietê mapa","0","1","0.00","1.00"
"terminal t1","0","1","0.00","1.00"
"terminal tap confins","0","2","0.00","14.50"
"terminal tiete","0","5","0.00","56.20"
"terminal tiete estacionamento","0","156","0.00","13.55"
"terminal ups","0","1","0.00","1.00"
"terminal vueling lisboa","0","1","0.00","1.00"
